area_type,location,total_sqft,bath,balcony,price,ready_to_move,bhk
Super built-up  Area,Other,1820.0,3,2,79.5,1,3.0
Super built-up  Area,Other,1293.0,2,2,80.0,1,2.0
Super built-up  Area,Other,1050.0,2,1,36.0,1,2.0
Super built-up  Area,Other,1500.0,3,2,56.0,1,3.0
Plot  Area,Other,1000.0,2,0,66.0,0,2.0
Super built-up  Area,Other,1864.0,3,3,115.0,1,3.0
Plot  Area,Other,1200.0,2,3,135.0,1,2.0
Super built-up  Area,Other,1950.0,2,0,89.5,1,3.0
Built-up  Area,Other,2400.0,4,1,150.0,1,4.0
Super built-up  Area,Other,1263.0,2,1,51.5,1,2.0
Built-up  Area,Other,4400.0,5,3,240.0,1,5.0
Super built-up  Area,Other,1050.0,2,2,38.0,1,2.0
Super built-up  Area,Other,1525.0,2,2,91.48,1,3.0
Super built-up  Area,Other,975.0,2,1,60.0,1,2.0
Super built-up  Area,Other,2000.0,3,2,100.0,1,3.0
Built-up  Area,Other,1220.0,2,0,56.0,1,2.0
Plot  Area,Other,1500.0,2,0,85.0,1,1.0
Plot  Area,Other,5000.0,5,3,300.0,1,4.0
Built-up  Area,Other,1000.0,2,0,50.0,1,2.0
Plot  Area,Other,1200.0,4,1,138.0,1,2.0
Built-up  Area,Other,1100.0,2,2,68.0,1,2.0
Plot  Area,Other,4000.0,6,2,460.0,1,6.0
Super built-up  Area,Other,1105.0,2,2,28.18,0,2.0
Super built-up  Area,Other,2950.0,4,2,250.0,1,4.0
Built-up  Area,Other,1464.0,2,2,115.0,1,3.0
Super built-up  Area,Other,1385.0,3,3,90.0,1,3.0
Super built-up  Area,Other,1205.0,2,1,47.0,1,2.0
Super built-up  Area,Other,1070.0,2,2,33.43,1,2.0
Super built-up  Area,Other,1070.0,2,1,52.0,1,2.0
Super built-up  Area,Other,1415.0,2,2,120.0,1,2.0
Built-up  Area,Other,1750.0,3,2,58.0,0,3.0
Super built-up  Area,Other,1537.0,3,2,81.0,0,3.0
Built-up  Area,Other,1050.0,2,2,45.0,1,2.0
Plot  Area,Other,10624.0,4,2,2340.0,1,4.0
Built-up  Area,Other,1255.0,2,1,60.0,1,3.0
Plot  Area,Other,2400.0,2,2,185.0,1,3.0
Super built-up  Area,Other,1170.0,2,1,45.51,1,2.0
Built-up  Area,Other,1080.0,2,2,38.0,1,2.0
Super built-up  Area,Other,1025.0,2,1,65.0,1,2.0
Built-up  Area,Other,1020.0,2,1,70.0,1,2.0
Super built-up  Area,Other,1155.0,2,2,69.0,1,2.0
Plot  Area,Other,2600.0,5,3,370.0,1,5.0
Super built-up  Area,Other,2030.0,2,1,182.0,1,3.0
Super built-up  Area,Other,1555.0,2,1,67.0,1,3.0
Super built-up  Area,Other,2900.0,3,2,325.0,1,3.0
Super built-up  Area,Other,2180.0,4,3,115.0,1,4.0
Super built-up  Area,Other,1050.0,2,2,35.0,0,2.0
Super built-up  Area,Other,1610.0,3,3,85.0,1,3.0
Built-up  Area,Other,1500.0,2,0,145.0,1,2.0
Plot  Area,Other,3150.0,3,1,135.0,1,4.0
Super built-up  Area,Other,1255.0,2,1,56.7,1,2.0
Plot  Area,Other,600.0,2,2,29.5,0,2.0
Built-up  Area,Other,2597.0,4,3,189.0,1,4.0
Super built-up  Area,Other,1410.0,2,2,73.0,1,2.0
Built-up  Area,Other,1150.0,2,1,42.0,1,2.0
Super built-up  Area,Other,1170.0,2,2,53.11,0,2.0
Super built-up  Area,Other,1201.0,2,1,65.0,1,2.0
Super built-up  Area,Other,660.0,1,0,30.0,1,1.0
Plot  Area,Other,1050.0,2,0,40.0,1,2.0
Super built-up  Area,Other,933.4454079999999,2,2,40.0,1,2.0
Super built-up  Area,Other,2735.0,4,2,340.0,1,3.0
Built-up  Area,Other,950.0,2,0,65.0,1,2.0
Plot  Area,Other,980.0,3,1,80.0,1,3.0
Super built-up  Area,Other,1200.0,2,2,35.0,1,3.0
Built-up  Area,Other,750.0,2,0,20.0,1,2.0
Super built-up  Area,Other,1535.0,3,1,72.0,1,3.0
Super built-up  Area,Other,1265.0,2,2,68.0,1,2.0
Built-up  Area,Other,3500.0,4,0,150.0,1,4.0
Plot  Area,Other,5400.0,4,0,250.0,1,4.0
Super built-up  Area,Other,660.0,1,1,35.0,0,1.0
Super built-up  Area,Other,1140.0,2,3,60.0,1,2.0
Super built-up  Area,Other,1458.0,2,2,87.0,1,3.0
Super built-up  Area,Other,1081.0,2,1,39.0,1,2.0
Super built-up  Area,Other,1178.0,2,1,80.0,1,2.0
Super built-up  Area,Other,4000.0,8,1,150.0,1,7.0
Built-up  Area,Other,2700.0,4,3,295.0,1,4.0
Super built-up  Area,Other,1175.0,2,2,52.86,1,2.0
Super built-up  Area,Other,1426.0,2,3,71.0,1,3.0
Plot  Area,Other,1300.0,2,2,95.0,1,2.0
Built-up  Area,Other,936.0,1,0,53.0,0,1.0
Super built-up  Area,Other,1277.0,2,2,92.0,1,2.0
Plot  Area,Other,1600.0,2,1,160.0,1,2.0
Built-up  Area,Other,1350.0,3,2,60.0,1,3.0
Plot  Area,Other,1575.0,2,0,31.11,0,3.0
Plot  Area,Other,2400.0,5,1,150.0,1,5.0
Plot  Area,Other,2400.0,4,2,595.0,1,4.0
Plot  Area,Other,500.0,2,0,80.0,1,1.0
Super built-up  Area,Other,1092.0,2,1,49.0,1,2.0
Super built-up  Area,Other,827.0,2,0,34.0,1,2.0
Super built-up  Area,Other,800.0,2,1,32.0,1,2.0
Super built-up  Area,Other,1055.0,2,1,43.0,1,2.0
Super built-up  Area,Other,2214.0,3,2,350.0,0,3.0
Super built-up  Area,Other,1839.0,3,3,160.0,1,3.0
Built-up  Area,Other,2760.0,5,0,140.0,1,5.0
Super built-up  Area,Other,993.0,2,2,42.0,1,2.0
Super built-up  Area,Other,925.0,2,1,100.0,1,2.0
Super built-up  Area,Other,650.0,1,1,50.0,0,1.0
Plot  Area,Other,2260.0,3,1,90.0,1,2.0
Super built-up  Area,Other,720.0,1,0,32.39,0,1.0
Super built-up  Area,Other,2400.0,5,2,75.0,1,6.0
Super built-up  Area,Other,1600.0,3,2,130.0,1,3.0
Super built-up  Area,Other,1296.0,2,2,70.0,1,2.0
Super built-up  Area,Other,1125.0,2,1,55.0,1,2.0
Super built-up  Area,Other,1194.0,2,1,51.0,1,2.0
Built-up  Area,Other,3000.0,4,3,170.0,1,5.0
Built-up  Area,Other,2200.0,3,1,225.0,1,4.0
Super built-up  Area,Other,1300.0,2,2,63.0,1,2.0
Built-up  Area,Other,1626.6,3,1,133.0,0,3.0
Built-up  Area,Other,1007.0,2,2,48.0,1,2.0
Plot  Area,Other,1348.0,2,0,100.0,1,2.0
Built-up  Area,Other,1298.0,2,1,65.0,0,2.0
Plot  Area,Other,1350.0,4,0,175.0,1,4.0
Super built-up  Area,Other,1312.0,2,1,56.5,1,3.0
Super built-up  Area,Other,760.0,2,2,38.5,1,2.0
Super built-up  Area,Other,1182.0,2,1,60.1,1,3.0
Super built-up  Area,Other,1053.0,2,1,46.29,1,2.0
Super built-up  Area,Other,1035.0,2,2,52.79,0,2.0
Super built-up  Area,Other,1410.0,3,3,90.0,1,3.0
Super built-up  Area,Other,1460.0,2,2,87.0,1,3.0
Super built-up  Area,Other,3000.0,3,1,265.0,1,3.0
Super built-up  Area,Other,1200.0,2,2,120.0,1,3.0
Super built-up  Area,Other,1800.0,3,2,150.0,1,3.0
Plot  Area,Other,1000.0,2,1,35.0,1,2.0
Built-up  Area,Other,967.0,2,1,47.8,1,2.0
Super built-up  Area,Other,1798.0,3,3,73.0,1,3.0
Super built-up  Area,Other,2098.0,3,1,210.0,1,3.0
Super built-up  Area,Other,2400.0,3,1,270.0,1,3.0
Super built-up  Area,Other,1800.0,3,3,192.0,1,3.0
Super built-up  Area,Other,509.0,1,1,20.0,0,1.0
Super built-up  Area,Other,3535.0,4,2,215.0,1,4.0
Super built-up  Area,Other,1800.0,3,2,82.0,1,4.0
Super built-up  Area,Other,1397.0,2,0,52.0,1,3.0
Plot  Area,Other,2350.0,5,0,325.0,1,5.0
Carpet  Area,Other,2050.0,3,2,135.0,1,3.0
Plot  Area,Other,2100.0,1,1,200.0,1,2.0
Super built-up  Area,Other,1276.0,2,0,146.0,1,2.0
Super built-up  Area,Other,1339.0,2,1,53.56,0,2.0
Built-up  Area,Other,1305.0,2,2,52.0,1,2.0
Super built-up  Area,Other,1600.0,3,2,100.0,1,3.0
Built-up  Area,Other,2100.0,3,2,280.0,1,4.0
Super built-up  Area,Other,2300.0,2,0,69.0,1,3.0
Super built-up  Area,Other,1235.0,2,2,52.76,0,2.0
Super built-up  Area,Other,2100.0,3,1,270.0,1,3.0
Super built-up  Area,Other,850.0,2,1,42.5,1,2.0
Built-up  Area,Other,1150.0,2,1,39.0,0,2.0
Built-up  Area,Other,3500.0,4,3,320.0,1,4.0
Super built-up  Area,Other,1545.0,3,2,65.0,1,3.0
Super built-up  Area,Other,1540.0,3,2,150.0,1,3.0
Built-up  Area,Other,3200.0,4,0,270.0,1,4.0
Plot  Area,Other,900.0,2,2,160.0,1,2.0
Built-up  Area,Other,1050.0,2,2,45.0,0,2.0
Super built-up  Area,Other,1165.0,2,1,65.0,1,2.0
Built-up  Area,Other,4000.0,4,2,630.0,1,4.0
Plot  Area,Other,1200.0,1,0,42.0,1,2.0
Built-up  Area,Other,1300.0,2,1,58.0,1,2.0
Super built-up  Area,Other,1645.0,3,2,87.0,1,3.0
Built-up  Area,Other,2700.0,7,3,110.0,1,6.0
Super built-up  Area,Other,1305.0,2,1,45.68,1,3.0
Super built-up  Area,Other,1255.0,2,3,65.0,1,2.0
Built-up  Area,Other,800.0,1,3,95.0,1,2.0
Plot  Area,Other,1650.0,2,1,140.0,1,4.0
Super built-up  Area,Other,1451.0,3,1,68.0,1,3.0
Plot  Area,Other,4395.0,3,3,240.0,1,3.0
Super built-up  Area,Other,1100.0,2,2,38.5,1,2.0
Built-up  Area,Other,1936.0,3,2,139.0,1,3.0
Super built-up  Area,Other,3500.0,3,1,630.0,0,3.0
Built-up  Area,Other,935.0,2,0,40.0,1,2.0
Built-up  Area,Other,1220.0,2,3,65.0,1,2.0
Built-up  Area,Other,1400.0,2,1,40.43,0,3.0
Super built-up  Area,Other,1200.0,1,0,65.0,1,1.0
Plot  Area,Other,1800.0,3,0,95.0,1,3.0
Built-up  Area,Other,2045.0,3,2,108.0,1,3.0
Super built-up  Area,Other,1410.0,2,1,54.0,1,3.0
Super built-up  Area,Other,1310.0,2,1,88.0,1,2.0
Super built-up  Area,Other,1250.0,2,2,55.0,1,2.0
Built-up  Area,Other,2000.0,5,2,240.0,1,5.0
Built-up  Area,Other,4500.0,4,3,345.0,1,4.0
Built-up  Area,Other,3155.0,4,0,316.0,1,3.0
Super built-up  Area,Other,1441.0,2,1,115.0,1,2.0
Super built-up  Area,Other,418.0,1,1,17.0,1,1.0
Plot  Area,Other,1200.0,3,1,80.0,1,3.0
Plot  Area,Other,1500.0,2,1,200.0,1,3.0
Super built-up  Area,Other,675.0,2,2,13.5,1,2.0
Super built-up  Area,Other,610.0,1,0,28.0,0,1.0
Plot  Area,Other,2400.0,7,2,107.0,1,6.0
Built-up  Area,Other,1864.0,3,2,120.0,1,3.0
Built-up  Area,Other,950.0,2,3,57.0,1,2.0
Built-up  Area,Other,985.0,2,1,45.0,1,2.0
Super built-up  Area,Other,1100.0,2,1,62.0,0,2.0
Super built-up  Area,Other,1530.0,3,3,87.0,1,4.0
Plot  Area,Other,1200.0,2,0,190.0,1,3.0
Super built-up  Area,Other,2400.0,3,1,108.0,1,4.0
Plot  Area,Other,1200.0,2,0,90.0,1,3.0
Built-up  Area,Other,3600.0,6,1,170.0,1,6.0
Super built-up  Area,Other,1279.0,2,3,100.0,1,2.0
Super built-up  Area,Other,1525.0,3,2,68.63,0,3.0
Built-up  Area,Other,900.0,2,0,25.0,1,2.0
Built-up  Area,Other,1200.0,2,2,35.0,1,4.0
Built-up  Area,Other,1185.0,2,1,42.66,1,2.0
Plot  Area,Other,1550.0,3,1,250.0,1,5.0
Plot  Area,Other,3600.0,4,2,300.0,1,4.0
Super built-up  Area,Other,3730.0,6,2,430.0,1,4.0
Plot  Area,Other,1600.0,4,1,120.0,1,3.0
Plot  Area,Other,1120.0,2,0,60.0,1,2.0
Super built-up  Area,Other,5100.0,7,0,225.0,1,6.0
Built-up  Area,Other,1308.0,2,1,86.0,1,2.0
Built-up  Area,Other,2170.0,3,2,265.0,1,4.0
Plot  Area,Other,1500.0,5,2,210.0,1,5.0
Super built-up  Area,Other,1100.0,2,2,55.0,1,2.0
Super built-up  Area,Other,1347.0,2,2,55.0,0,3.0
Built-up  Area,Other,4000.0,7,0,90.0,0,7.0
Super built-up  Area,Other,1919.0,3,0,300.0,1,3.0
Plot  Area,Other,1200.0,3,0,78.0,0,2.0
Super built-up  Area,Other,2180.0,3,3,273.0,1,3.0
Super built-up  Area,Other,1449.0,3,1,72.0,1,3.0
Plot  Area,Other,1200.0,4,2,180.0,1,4.0
Super built-up  Area,Other,1100.0,2,2,38.68,0,2.0
Super built-up  Area,Other,1100.0,2,3,55.0,1,2.0
Super built-up  Area,Other,3300.0,8,3,310.0,1,8.0
Plot  Area,Other,1200.0,4,1,190.0,1,4.0
Built-up  Area,Other,1300.0,2,3,95.0,1,2.0
Super built-up  Area,Other,1350.0,2,2,89.5,1,2.0
Built-up  Area,Other,2312.0,3,2,156.0,1,3.0
Built-up  Area,Other,1175.0,2,1,70.0,1,2.0
Super built-up  Area,Other,1145.0,2,2,51.0,1,2.0
Built-up  Area,Other,2150.0,3,3,240.0,1,3.0
Super built-up  Area,Other,1690.0,3,3,50.0,1,3.0
Plot  Area,Other,1386.0,3,2,93.0,1,4.0
Super built-up  Area,Other,1090.0,2,2,32.0,1,2.0
Super built-up  Area,Other,2400.0,2,3,50.0,1,3.0
Plot  Area,Other,2800.0,3,1,400.0,1,3.0
Super built-up  Area,Other,1559.0,3,2,62.0,1,3.0
Super built-up  Area,Other,6652.0,6,1,510.0,1,4.0
Plot  Area,Other,1350.0,4,3,240.0,1,4.0
Super built-up  Area,Other,1060.0,2,1,52.0,1,2.0
Plot  Area,Other,2500.0,2,1,300.0,1,3.0
Super built-up  Area,Other,1500.0,2,2,120.0,1,3.0
Built-up  Area,Other,1700.0,3,2,55.0,1,4.0
Super built-up  Area,Other,3150.0,4,3,180.0,1,4.0
Built-up  Area,Other,1200.0,1,0,39.82,1,1.0
Built-up  Area,Other,3520.0,6,1,460.0,1,5.0
Super built-up  Area,Other,1330.0,2,2,68.0,1,3.0
Super built-up  Area,Other,927.0,2,2,37.0,0,2.0
Built-up  Area,Other,1200.0,3,1,68.0,1,3.0
Built-up  Area,Other,760.0,2,1,37.49,1,2.0
Super built-up  Area,Other,3800.0,6,0,390.0,1,6.0
Plot  Area,Other,410.0,1,1,48.0,1,1.0
Super built-up  Area,Other,1717.0,3,2,200.0,1,3.0
Plot  Area,Other,880.0,1,0,90.0,1,2.0
Super built-up  Area,Other,1250.0,3,2,42.0,0,3.0
Built-up  Area,Other,1280.0,2,2,68.48,1,2.0
Plot  Area,Other,1065.0,3,1,72.0,1,3.0
Super built-up  Area,Other,3200.0,4,2,140.0,1,3.0
Built-up  Area,Other,1250.0,2,1,77.13,1,3.0
Super built-up  Area,Other,1475.0,3,3,75.0,1,3.0
Carpet  Area,Other,2100.0,3,0,210.0,1,4.0
Super built-up  Area,Other,1330.0,3,2,65.0,1,3.0
Built-up  Area,Other,1065.0,2,2,45.0,0,2.0
Plot  Area,Other,7000.0,6,2,560.0,1,6.0
Super built-up  Area,Other,1525.0,3,3,65.0,1,3.0
Built-up  Area,Other,1220.0,2,2,72.0,1,2.0
Super built-up  Area,Other,1500.0,2,2,60.0,1,2.0
Built-up  Area,Other,2500.0,4,0,65.0,1,3.0
Built-up  Area,Other,1884.0,3,2,95.0,1,3.0
Built-up  Area,Other,1100.0,2,2,75.0,1,2.0
Plot  Area,Other,4800.0,5,2,350.0,1,4.0
Built-up  Area,Other,1700.0,3,2,74.0,1,3.0
Plot  Area,Other,1200.0,3,2,110.0,1,3.0
Super built-up  Area,Other,705.0,1,1,65.0,1,1.0
Super built-up  Area,Other,1495.0,2,1,63.0,1,3.0
Built-up  Area,Other,1250.0,2,3,75.0,1,2.0
Super built-up  Area,Other,1230.0,2,1,50.0,1,2.0
Super built-up  Area,Other,1275.0,2,2,59.0,1,2.0
Super built-up  Area,Other,1040.0,2,2,36.4,1,2.0
Plot  Area,Other,4304.0,4,2,699.0,0,4.0
Super built-up  Area,Other,648.0,1,1,40.0,0,1.0
Super built-up  Area,Other,4209.0,4,2,602.0,0,4.0
Super built-up  Area,Other,1320.0,2,1,58.0,1,3.0
Plot  Area,Other,1200.0,5,1,150.0,1,4.0
Super built-up  Area,Other,1480.0,3,1,75.48,0,3.0
Super built-up  Area,Other,500.0,1,1,13.0,1,1.0
Plot  Area,Other,2400.0,4,1,325.0,1,5.0
Super built-up  Area,Other,1128.0,2,2,48.4,1,2.0
Super built-up  Area,Other,1180.0,2,2,65.0,1,2.0
Built-up  Area,Other,1200.0,2,1,60.0,1,2.0
Super built-up  Area,Other,1250.0,3,2,39.5,0,3.0
Built-up  Area,Other,1000.0,2,1,45.0,1,2.0
Super built-up  Area,Other,975.0,2,1,55.0,1,2.0
Built-up  Area,Other,1190.0,2,2,42.0,1,2.0
Super built-up  Area,Other,1275.0,2,3,55.0,1,2.0
Built-up  Area,Other,1115.0,2,1,115.0,1,2.0
Super built-up  Area,Other,1080.0,2,2,38.0,0,2.0
Super built-up  Area,Other,1170.0,2,1,39.0,1,2.0
Super built-up  Area,Other,1070.0,2,1,50.0,1,2.0
Super built-up  Area,Other,1532.0,3,2,59.75,1,3.0
Super built-up  Area,Other,1150.0,2,1,46.0,1,2.0
Super built-up  Area,Other,1495.0,3,2,90.0,1,3.0
Built-up  Area,Other,1053.0,2,0,51.0,1,2.0
Plot  Area,Other,1200.0,2,1,75.0,1,4.0
Built-up  Area,Other,1000.0,2,2,60.0,1,2.0
Super built-up  Area,Other,830.0,2,2,26.0,1,2.0
Plot  Area,Other,2750.0,6,3,200.0,1,6.0
Built-up  Area,Other,660.0,2,0,76.0,1,2.0
Built-up  Area,Other,1470.0,2,3,60.0,1,3.0
Built-up  Area,Other,1275.0,2,1,76.0,1,2.0
Super built-up  Area,Other,1602.0,3,2,56.0,0,3.0
Built-up  Area,Other,793.0,1,1,40.0,0,1.0
Super built-up  Area,Other,1100.0,2,2,38.0,0,2.0
Super built-up  Area,Other,1555.0,3,3,73.0,1,3.0
Super built-up  Area,Other,1630.0,2,2,130.0,1,3.0
Plot  Area,Other,2360.0,4,2,601.0,0,4.0
Super built-up  Area,Other,1563.0,3,2,63.0,1,3.0
Plot  Area,Other,1344.0,4,1,84.0,1,4.0
Super built-up  Area,Other,3000.0,3,2,400.0,1,3.0
Plot  Area,Other,1200.0,2,0,82.0,1,2.0
Super built-up  Area,Other,1419.0,3,2,85.0,1,3.0
Super built-up  Area,Other,1195.0,2,0,42.4,0,2.0
Built-up  Area,Other,2020.0,3,3,270.0,1,3.0
Built-up  Area,Other,850.0,1,0,50.0,1,1.0
Built-up  Area,Other,933.0,2,0,55.0,1,2.0
Super built-up  Area,Other,865.0,2,2,33.0,1,2.0
Super built-up  Area,Other,1145.0,2,2,60.0,1,3.0
Plot  Area,Other,400.0,1,1,75.0,1,1.0
Super built-up  Area,Other,823.0,2,1,80.0,1,2.0
Built-up  Area,Other,1025.0,2,1,48.0,1,2.0
Plot  Area,Other,1750.0,3,2,120.0,1,3.0
Super built-up  Area,Other,750.0,2,0,40.0,1,2.0
Super built-up  Area,Other,1300.0,3,2,46.0,0,3.0
Built-up  Area,Other,2750.0,5,2,550.0,1,3.0
Super built-up  Area,Other,2150.0,3,0,170.0,1,3.0
Plot  Area,Other,1500.0,1,0,218.0,1,2.0
Super built-up  Area,Other,2200.0,2,1,190.0,1,3.0
Super built-up  Area,Other,1368.0,2,3,87.0,1,2.0
Built-up  Area,Other,1507.0,3,1,80.0,1,3.0
Super built-up  Area,Other,1160.0,2,2,57.0,1,2.0
Plot  Area,Other,1200.0,3,1,70.0,1,3.0
Super built-up  Area,Other,1175.0,2,2,83.0,1,2.0
Super built-up  Area,Other,6729.0,4,0,900.0,1,3.0
Plot  Area,Other,1350.0,4,1,310.0,0,4.0
Super built-up  Area,Other,893.0,2,2,34.5,1,2.0
Built-up  Area,Other,1400.0,3,2,98.0,1,3.0
Super built-up  Area,Other,1138.0,2,1,32.0,0,2.0
Built-up  Area,Other,1495.0,2,2,70.0,1,3.0
Built-up  Area,Other,1410.0,2,2,43.71,0,3.0
Built-up  Area,Other,1052.0,2,2,52.0,1,2.0
Super built-up  Area,Other,1000.0,2,2,45.0,1,2.0
Super built-up  Area,Other,2240.0,3,2,300.0,0,3.0
Super built-up  Area,Other,1300.0,3,2,42.25,1,3.0
Built-up  Area,Other,1300.0,2,2,60.0,1,3.0
Plot  Area,Other,1520.0,3,1,165.0,1,3.0
Super built-up  Area,Other,1050.0,2,2,45.0,1,2.0
Super built-up  Area,Other,1567.0,2,3,62.0,1,3.0
Plot  Area,Other,1524.0,4,2,400.0,1,3.0
Super built-up  Area,Other,2360.0,3,2,185.0,1,4.0
Built-up  Area,Other,1760.0,3,3,90.0,1,3.0
Super built-up  Area,Other,1100.0,2,1,58.5,1,2.0
Built-up  Area,Other,1236.0,2,1,50.0,1,2.0
Plot  Area,Other,1440.0,4,1,240.0,1,4.0
Super built-up  Area,Other,600.0,4,1,70.0,1,2.0
Plot  Area,Other,800.0,1,0,45.0,1,2.0
Plot  Area,Other,1200.0,4,0,120.0,0,4.0
Plot  Area,Other,1892.0,3,2,200.0,1,3.0
Built-up  Area,Other,1095.0,2,1,39.0,1,2.0
Super built-up  Area,Other,1050.0,2,2,65.0,1,2.0
Plot  Area,Other,1200.0,3,1,56.53,0,3.0
Super built-up  Area,Other,1625.0,3,3,92.0,1,3.0
Built-up  Area,Other,2100.0,3,0,145.0,1,5.0
Super built-up  Area,Other,1269.0,2,2,97.0,1,2.0
Super built-up  Area,Other,1025.0,2,1,39.98,1,2.0
Super built-up  Area,Other,1353.0,2,2,110.0,1,3.0
Plot  Area,Other,1200.0,2,1,68.0,0,2.0
Super built-up  Area,Other,1250.0,2,1,70.0,1,3.0
Super built-up  Area,Other,1950.2,3,2,261.0,0,3.0
Super built-up  Area,Other,2171.66,3,2,298.0,0,3.0
Super built-up  Area,Other,900.0,2,1,40.0,1,2.0
Super built-up  Area,Other,1600.0,3,1,100.0,0,3.0
Plot  Area,Other,540.0,1,0,22.0,1,1.0
Super built-up  Area,Other,1950.2,3,2,193.0,0,3.0
Super built-up  Area,Other,1125.0,2,2,55.0,1,2.0
Super built-up  Area,Other,1563.0,2,2,52.0,1,3.0
Super built-up  Area,Other,1013.0,2,2,60.0,1,2.0
Super built-up  Area,Other,2100.0,3,3,220.0,1,3.0
Carpet  Area,Other,1600.0,3,2,77.0,1,3.0
Super built-up  Area,Other,1190.0,2,1,48.0,1,2.0
Super built-up  Area,Other,1625.0,3,2,95.0,1,3.0
Super built-up  Area,Other,1210.0,2,2,53.0,1,2.0
Built-up  Area,Other,1160.0,2,3,55.0,1,2.0
Super built-up  Area,Other,930.0,1,1,55.0,1,2.0
Super built-up  Area,Other,3000.0,5,3,500.0,1,4.0
Super built-up  Area,Other,1053.0,2,3,44.0,1,2.0
Super built-up  Area,Other,1325.0,2,3,56.0,1,3.0
Super built-up  Area,Other,1169.0,2,1,50.11,0,2.0
Built-up  Area,Other,2400.0,3,0,185.0,1,4.0
Super built-up  Area,Other,1070.0,2,2,38.0,0,2.0
Built-up  Area,Other,1427.0,2,0,85.0,1,3.0
Super built-up  Area,Other,2031.0,2,2,200.0,1,2.0
Plot  Area,Other,2000.0,3,1,180.0,1,4.0
Super built-up  Area,Other,1062.0,2,1,50.0,1,2.0
Super built-up  Area,Other,700.0,1,1,25.5,1,1.0
Plot  Area,Other,1200.0,3,2,120.0,1,3.0
Super built-up  Area,Other,1200.0,2,1,115.0,1,2.0
Super built-up  Area,Other,1450.0,3,3,65.0,1,3.0
Plot  Area,Other,1650.0,6,0,200.0,1,5.0
Super built-up  Area,Other,2000.0,3,3,200.0,1,3.0
Super built-up  Area,Other,1150.0,2,2,90.0,1,2.0
Super built-up  Area,Other,595.0,1,1,40.0,0,1.0
Plot  Area,Other,3750.0,4,0,190.0,1,4.0
Plot  Area,Other,5480.0,4,2,400.0,1,3.0
Built-up  Area,Other,1500.0,3,2,75.0,1,3.0
Plot  Area,Other,5656.0,5,0,499.0,1,3.0
Super built-up  Area,Other,1300.0,2,1,33.0,1,2.0
Super built-up  Area,Other,1250.0,3,2,54.0,0,3.0
Super built-up  Area,Other,1425.0,2,2,65.0,1,3.0
Plot  Area,Other,1200.0,1,0,50.0,1,2.0
Plot  Area,Other,3700.0,4,2,400.0,1,4.0
Carpet  Area,Other,1625.0,3,1,150.0,1,3.0
Built-up  Area,Other,1300.0,3,1,65.0,1,2.0
Super built-up  Area,Other,1150.0,2,2,47.0,1,2.0
Super built-up  Area,Other,1515.0,3,3,80.5,1,3.0
Super built-up  Area,Other,1115.0,3,1,39.14,0,3.0
Super built-up  Area,Other,2505.0,3,0,165.0,1,3.0
Super built-up  Area,Other,1705.0,2,1,86.96,0,3.0
Super built-up  Area,Other,1650.0,3,2,135.0,1,3.0
Super built-up  Area,Other,925.0,2,1,68.0,1,2.0
Super built-up  Area,Other,1190.0,2,2,46.41,1,2.0
Built-up  Area,Other,1750.0,3,2,100.0,1,3.0
Super built-up  Area,Other,16335.0,4,2,149.0,1,4.0
Super built-up  Area,Other,747.0,1,2,27.0,1,1.0
Super built-up  Area,Other,1113.0,2,1,52.0,1,2.0
Super built-up  Area,Other,1738.0,3,2,110.0,1,3.0
Built-up  Area,Other,3500.0,6,0,115.0,1,6.0
Super built-up  Area,Other,900.0,2,2,27.0,1,2.0
Super built-up  Area,Other,1720.0,3,1,95.0,1,3.0
Super built-up  Area,Other,500.0,1,2,51.0,1,1.0
Built-up  Area,Other,850.0,2,2,45.0,1,2.0
Super built-up  Area,Other,1020.0,2,2,52.0,0,2.0
Plot  Area,Other,2400.0,2,1,360.0,1,3.0
Plot  Area,Other,1350.0,4,3,235.0,1,4.0
Super built-up  Area,Other,1005.0,2,2,40.0,1,2.0
Super built-up  Area,Other,1290.0,2,2,71.95,1,2.0
Built-up  Area,Other,1650.0,3,2,140.0,1,3.0
Built-up  Area,Other,1220.0,2,2,52.0,1,2.0
Built-up  Area,Other,3150.0,4,2,150.0,1,4.0
Built-up  Area,Other,2000.0,5,0,75.0,1,5.0
Super built-up  Area,Other,2559.0,1,1,55.0,1,1.0
Super built-up  Area,Other,720.0,1,2,28.0,1,1.0
Built-up  Area,Other,1100.0,2,1,90.0,1,2.0
Super built-up  Area,Other,1220.0,2,2,60.0,1,2.0
Built-up  Area,Other,1500.0,3,2,50.0,0,3.0
Super built-up  Area,Other,5000.0,5,0,250.0,1,4.0
Super built-up  Area,Other,600.0,1,1,22.8,1,1.0
Super built-up  Area,Other,540.0,1,2,24.0,1,1.0
Super built-up  Area,Other,1650.0,3,2,78.0,1,3.0
Super built-up  Area,Other,1250.0,3,2,44.0,0,3.0
Built-up  Area,Other,1154.0,2,1,57.0,1,2.0
Super built-up  Area,Other,1057.0,2,1,42.0,1,2.0
Plot  Area,Other,1200.0,4,1,85.0,0,4.0
Super built-up  Area,Other,980.0,2,3,35.0,1,2.0
Plot  Area,Other,2400.0,4,1,500.0,1,4.0
Super built-up  Area,Other,1270.0,2,1,35.56,0,3.0
Super built-up  Area,Other,2400.0,3,2,185.0,1,3.0
